2013/11/15,3978.27002,3985.969971,3969.219971,3985.969971,1899150000
2013/11/18,3990.060059,3994.969971,3942.850098,3949.070068,1829870000
2013/11/19,3945.97998,3960.439941,3923.469971,3931.550049,1747840000
2013/11/20,3940.97998,3952.080078,3911.610107,3921.27002,1721160000
2013/11/21,3938.110107,3970.909912,3936.820068,3969.159912,1684250000
2013/11/22,3977.310059,3991.659912,3973,3991.649902,1730280000
2013/11/25,4004.370117,4007.090088,3987.159912,3994.570068,1795760000
2013/11/26,3996.699951,4026.98999,3989.48999,4017.75,1907680000
2013/11/27,4026.919922,4045.810059,4023.649902,4044.75,1477020000
2013/11/29,4057.159912,4069.699951,4055.449951,4059.889893,853500000
2013/12/2,4065.659912,4068.48999,4040.879883,4045.26001,1680380000
2013/12/3,4038.98999,4050.080078,4022.120117,4037.199951,1875010000
2013/12/4,4020.330078,4051.73999,4004.76001,4038,1886970000
2013/12/5,4037.98999,4043.709961,4025.26001,4033.169922,1880950000
2013/12/6,4069.860107,4069.860107,4042.350098,4062.52002,1727130000
2013/12/9,4073.75,4081.780029,4063.5,4068.75,1717120000
2013/12/10,4061.169922,4074.01001,4056.48999,4060.48999,1864860000
2013/12/11,4061.669922,4065.080078,3998.919922,4003.810059,1923520000
2013/12/12,4004.75,4013.540039,3993.570068,3998.399902,1893270000
2013/12/13,4015.530029,4017.449951,3992.290039,4000.97998,1615340000
2013/12/16,4019.370117,4043,4019.139893,4029.52002,1943830000
2013/12/17,4028.879883,4034.689941,4011.580078,4023.679932,1861130000
2013/12/18,4024.669922,4070.379883,3979.590088,4070.060059,2178330000
2013/12/19,4059.340088,4063.699951,4045.409912,4058.139893,1813050000
2013/12/20,4064.889893,4111.930176,4064.72998,4104.740234,3510420000
2013/12/23,4136.149902,4149.310059,4127.720215,4148.899902,1779400000
2013/12/24,4150.640137,4155.620117,4147.149902,4155.419922,802270000
2013/12/26,4164.209961,4169.970215,4158.589844,4167.180176,1180670000
2013/12/27,4173.359863,4175.359863,4153.640137,4156.589844,1255020000
2013/12/30,4153.580078,4158.72998,4142.180176,4154.200195,1349470000
2013/12/31,4161.509766,4177.72998,4160.77002,4176.589844,1401140000
2014/1/2,4160.029785,4160.959961,4131.790039,4143.069824,1738820000
2014/1/3,4148.560059,4152.959961,4124.959961,4131.910156,1667480000
2014/1/6,4137.029785,4139.779785,4103.75,4113.680176,2292840000
2014/1/7,4128.569824,4158.180176,4126.47998,4153.180176,2278220000
2014/1/8,4154.279785,4171.75,4145,4165.609863,2345220000
2014/1/9,4179.040039,4182.740234,4142.700195,4156.189941,2214770000
2014/1/10,4168.939941,4174.680176,4142.209961,4174.669922,2143070000
2014/1/13,4167.410156,4179.470215,4097.990234,4113.299805,2322240000
2014/1/14,4129.600098,4183.839844,4125.810059,4183.02002,2034180000
2014/1/15,4196.529785,4218.790039,4195.97998,4214.879883,2101870000
2014/1/16,4209.589844,4219.279785,4204.160156,4218.689941,2005850000
2014/1/17,4207.819824,4217.240234,4187.310059,4197.580078,2150370000
2014/1/21,4222.97998,4227.930176,4193.169922,4225.759766,2034030000
