"date","close","volume","open","high","low"
"16:00","51.13","1,858,759","49.63","51.26","49.51"
"2018/09/24","51.1300","1835342.0000","49.6300","51.2600","49.5100"
"2018/09/21","50.0000","4178236.0000","49.6800","50.3550","49.3400"
"2018/09/20","49.6000","2152645.0000","50.8400","50.8600","49.3050"
"2018/09/19","50.5200","1415881.0000","50.6100","51.6400","50.2800"
"2018/09/18","50.6500","1757361.0000","49.7800","50.9900","49.1500"
"2018/09/17","49.2700","1487047.0000","50.2500","50.3500","49.0752"
"2018/09/14","50.3900","2268812.0000","50.0500","51.0300","49.8300"
"2018/09/13","50.0400","2097932.0000","51.3900","51.5000","49.4800"
"2018/09/12","51.1500","1091194.0000","50.9100","51.4300","50.6900"
"2018/09/11","51.0000","1219707.0000","50.5900","51.3800","50.2700"
"2018/09/10","50.6700","1887102.0000","50.7800","52.0000","50.3200"
"2018/09/07","50.7100","1517915.0000","50.3300","51.6100","49.9500"
"2018/09/06","50.6300","1332140.0000","51.5900","51.8200","50.3100"
"2018/09/05","51.2000","1994242.0000","52.8700","52.9600","51.1300"
"2018/09/04","53.0200","1501978.0000","54.0700","54.0700","52.4300"
"2018/08/31","54.3100","1237395.0000","53.7600","54.5500","53.4800"
"2018/08/30","53.8200","1049551.0000","53.8300","54.4600","53.5589"
"2018/08/29","54.1400","1207345.0000","53.2200","54.3900","52.8500"
"2018/08/28","53.1500","1209611.0000","53.3500","53.5200","52.7000"
"2018/08/27","53.3600","1097937.0000","53.6900","53.9765","52.9900"
"2018/08/24","53.3800","1139351.0000","53.2100","53.4900","52.7900"
"2018/08/23","53.1300","1253654.0000","53.3600","53.8100","52.5500"
"2018/08/22","53.5500","1006026.0000","53.7000","54.2900","53.4800"
"2018/08/21","53.8400","990218.0000","53.8100","54.2900","53.5200"
"2018/08/20","53.8400","938756.0000","53.7500","54.1400","53.3749"
"2018/08/17","53.5500","707301.0000","54.0900","54.1000","53.1300"
"2018/08/16","53.7200","1230211.0000","53.8300","54.3400","53.5500"
"2018/08/15","53.3000","1720463.0000","53.7100","53.7573","52.3600"
"2018/08/14","54.2500","1000988.0000","54.0200","54.6400","53.5300"
"2018/08/13","53.9000","1283240.0000","54.5300","54.6300","53.6600"
"2018/08/10","54.3500","1291339.0000","54.4400","54.8400","54.0000"
"2018/08/09","55.0400","1542420.0000","54.3800","55.6900","54.0100"
"2018/08/08","54.7300","1219398.0000","54.1300","55.0300","53.6500"
"2018/08/07","54.5100","2142739.0000","54.3000","54.7800","53.4110"
"2018/08/06","54.0700","3279981.0000","53.0900","54.7800","52.4400"
"2018/08/03","53.2700","4280023.0000","51.5400","53.8000","50.4900"
"2018/08/02","51.1800","10636760.0000","50.9000","52.1500","48.2000"
"2018/08/01","57.6500","3039734.0000","57.0400","58.4600","56.5398"
"2018/07/31","57.9900","1817213.0000","58.2400","58.9448","56.9700"
"2018/07/30","58.2400","2434993.0000","58.4300","60.0000","57.5097"
"2018/07/27","57.9300","2726522.0000","62.2200","62.3600","56.8050"
"2018/07/26","60.6900","1827296.0000","60.8800","61.1600","60.2000"
"2018/07/25","60.8300","1220313.0000","59.5000","60.9050","58.9900"
"2018/07/24","59.6900","1195475.0000","60.4600","60.9600","59.0710"
"2018/07/23","60.3000","1157078.0000","60.1000","60.4400","59.1200"
"2018/07/20","59.8500","1234839.0000","60.5900","60.9300","59.6700"
"2018/07/19","60.6800","988350.0000","60.8300","61.2400","60.4100"
"2018/07/18","60.9500","1786600.0000","60.5100","61.3900","60.0600"
"2018/07/17","60.3700","2172385.0000","59.2600","60.7100","58.4600"
"2018/07/16","59.3500","973266.0000","59.1200","59.6200","58.6900"
"2018/07/13","59.1300","1328908.0000","59.6800","59.9700","58.7000"
"2018/07/12","59.6000","2407848.0000","58.7600","59.7500","58.4000"
"2018/07/11","58.6700","3795789.0000","59.0500","60.4200","58.1400"
"2018/07/10","57.5900","1531450.0000","57.9300","58.2400","57.2550"
"2018/07/09","57.7000","1354775.0000","57.6900","57.8050","57.2000"
"2018/07/06","57.5600","1292846.0000","56.9100","57.7800","55.7900"
"2018/07/05","56.9100","1640902.0000","56.6600","56.9500","56.0500"
"2018/07/03","56.2400","920565.0000","56.6700","56.8600","56.1200"
"2018/07/02","56.1100","1812360.0000","55.3100","56.8800","54.5020"
"2018/06/29","55.7100","1521321.0000","56.8000","57.2700","55.6900"
"2018/06/28","56.6500","1848045.0000","56.4400","56.9900","55.5800"
"2018/06/27","55.9800","1766098.0000","56.7500","57.4300","55.9700"
"2018/06/26","56.5300","2102806.0000","55.7800","56.8300","55.1500"
"2018/06/25","55.7100","2236665.0000","56.6500","56.6900","54.8400"
"2018/06/22","56.6600","3220816.0000","57.0300","57.8700","56.3100"
"2018/06/21","57.0300","1757564.0000","58.8400","59.3800","56.7900"
"2018/06/20","58.5500","1679625.0000","59.3200","59.7200","58.3900"
"2018/06/19","59.1200","2664414.0000","58.7300","60.1224","57.9200"
"2018/06/18","59.3200","1930459.0000","58.3800","59.4100","57.8300"
"2018/06/15","58.5400","2348218.0000","57.4600","58.5700","56.9710"
"2018/06/14","57.7300","1728810.0000","56.8300","57.9000","56.7300"
"2018/06/13","56.6300","2141389.0000","58.2200","58.5100","56.4400"
"2018/06/12","58.2900","2243542.0000","57.2100","58.8000","57.2100"
"2018/06/11","57.1100","1597402.0000","56.0600","57.1600","55.7310"
"2018/06/08","55.8400","2579239.0000","55.4200","56.4800","55.0300"
"2018/06/07","55.4700","3396930.0000","56.1300","56.7588","55.1000"
"2018/06/06","56.2300","3383209.0000","57.6400","57.8800","55.7850"
"2018/06/05","57.5100","3759937.0000","56.3000","57.9400","56.1463"
"2018/06/04","56.1500","5598413.0000","55.2100","56.4000","54.9201"
"2018/06/01","55.2100","7628838.0000","52.4000","55.3500","52.3000"
"2018/05/31","52.1400","3861403.0000","50.6200","52.1800","50.6200"
"2018/05/30","50.7500","2758561.0000","50.0300","50.9800","49.6100"
"2018/05/29","49.8900","2591634.0000","49.2900","50.0000","49.0200"
"2018/05/25","49.4800","1933163.0000","48.9800","49.6600","48.2500"
"2018/05/24","49.0900","1571178.0000","48.6600","49.3200","48.4200"
"2018/05/23","48.6800","1633062.0000","48.1300","48.7900","48.0000"
"2018/05/22","48.2200","1932755.0000","48.0800","48.8200","47.6300"
"2018/05/21","48.0300","2386442.0000","48.4100","48.9600","47.6900"
"2018/05/18","47.9200","2413505.0000","48.8100","48.8400","47.8900"
"2018/05/17","48.8500","1887455.0000","48.8500","49.3200","48.4200"
"2018/05/16","48.7100","3340774.0000","48.0500","49.6000","48.0100"
"2018/05/15","48.3700","3184235.0000","48.0800","49.9000","47.6800"
"2018/05/14","48.6700","4735651.0000","49.1400","50.6900","48.2500"
"2018/05/11","48.9900","3684750.0000","48.6400","49.4100","48.0600"
"2018/05/10","48.5100","5742430.0000","47.6300","49.4200","46.6000"
"2018/05/09","47.6200","18126080.0000","46.0000","47.9900","44.8000"
"2018/05/08","38.7800","4122162.0000","39.2200","39.4100","38.2700"
"2018/05/07","39.4300","3430577.0000","38.7700","40.2300","38.7500"
"2018/05/04","38.5300","2629489.0000","37.7200","39.0000","37.1200"
"2018/05/03","38.0000","2255436.0000","38.2200","38.2600","37.3550"
"2018/05/02","38.3000","2534931.0000","37.3900","38.5000","37.2200"
"2018/05/01","37.5300","1710953.0000","37.2100","37.5400","36.8399"
"2018/04/30","37.4200","1486031.0000","37.3300","37.7800","36.9600"
"2018/04/27","37.2700","2850051.0000","38.1800","38.1900","36.7500"
"2018/04/26","37.3900","3128523.0000","38.4300","38.7700","37.2800"
"2018/04/25","38.3300","3926695.0000","41.8700","41.8700","38.2400"
"2018/04/24","41.9100","1969375.0000","42.7900","43.1550","41.6500"
"2018/04/23","42.6900","2247579.0000","41.6500","43.9100","41.3500"
"2018/04/20","41.6200","1151716.0000","41.5400","42.1200","41.2300"
"2018/04/19","41.6400","1125218.0000","41.8600","41.9900","41.3600"
"2018/04/18","42.1000","1704929.0000","41.5700","42.3100","41.0900"
"2018/04/17","41.9800","1483491.0000","41.6100","42.3900","41.2300"
"2018/04/16","41.1400","1059548.0000","40.8000","41.9800","40.2600"
"2018/04/13","40.5200","831506.0000","41.0400","41.0400","40.1800"
"2018/04/12","40.7100","1051453.0000","40.5200","40.8300","40.2800"
"2018/04/11","40.3300","950618.0000","40.6500","41.1600","40.2101"
"2018/04/10","40.8300","1078957.0000","40.4600","41.3600","39.9900"
"2018/04/09","39.8000","1130303.0000","40.3900","40.4900","39.7800"
"2018/04/06","40.1500","1997875.0000","40.9000","41.5000","39.8500"
"2018/04/05","41.3700","2096356.0000","41.6400","42.0200","41.3000"
"2018/04/04","41.4200","2435126.0000","39.2400","41.5000","39.2000"
"2018/04/03","40.0100","2044900.0000","39.5400","40.2000","39.1300"
"2018/04/02","39.1200","2076950.0000","40.6600","40.6600","39.0800"
"2018/03/29","40.8900","1865583.0000","40.6900","41.2900","40.2700"
"2018/03/28","40.6100","2218501.0000","40.3000","41.0400","39.5000"
"2018/03/27","40.3300","1704006.0000","42.0000","42.0000","40.2100"
"2018/03/26","41.9400","1698844.0000","40.6600","42.0100","40.2400"
"2018/03/23","40.0400","1550786.0000","40.3700","40.7600","39.6700"
"2018/03/22","40.1100","1422009.0000","41.3300","41.3300","40.0900"
"2018/03/21","41.5900","1642545.0000","41.8300","42.0000","41.2100"
"2018/03/20","41.7800","1610238.0000","42.5700","42.7500","41.7400"
"2018/03/19","42.7200","1567366.0000","43.5700","43.7200","42.3000"
"2018/03/16","43.7700","1941336.0000","43.7400","44.0600","43.3000"
"2018/03/15","43.7400","2175997.0000","44.2700","45.2000","43.4950"
"2018/03/14","44.0500","3066585.0000","42.5600","44.2600","41.8700"
"2018/03/13","42.2800","1919244.0000","43.2300","43.5800","41.9500"
"2018/03/12","43.1700","1528188.0000","43.2000","43.2600","42.4900"
"2018/03/09","43.0300","1743804.0000","42.6100","43.0466","42.1890"
"2018/03/08","42.4500","1794489.0000","42.6900","42.7800","41.6800"
"2018/03/07","42.5800","1958416.0000","41.8500","43.2500","41.5600"
"2018/03/06","42.3800","2680280.0000","41.8900","42.6400","41.1500"
"2018/03/05","41.9700","2709897.0000","39.5400","42.1099","39.3250"
"2018/03/02","39.6900","2220728.0000","39.3000","40.2600","38.2700"
"2018/03/01","39.7600","2093722.0000","40.4900","40.7500","39.3540"
"2018/02/28","40.0800","2635469.0000","40.0900","40.6000","39.5500"
"2018/02/27","39.7300","3856543.0000","41.6400","42.1000","39.6400"
"2018/02/26","41.4500","2174376.0000","42.4000","42.6800","41.1300"
"2018/02/23","42.3000","2727294.0000","41.7800","42.5200","41.2600"
"2018/02/22","41.6500","2757513.0000","42.6200","42.6200","41.4500"
"2018/02/21","42.3700","3997755.0000","42.6700","43.1100","41.6800"
"2018/02/20","42.6500","3659799.0000","43.2100","43.6000","42.2400"
"2018/02/16","43.3200","5179423.0000","42.4500","44.2600","41.9000"
"2018/02/15","42.4000","19129280.0000","46.0000","47.0200","41.4500"
"2018/02/14","40.7200","6015734.0000","39.5000","40.9300","39.0200"
"2018/02/13","39.8800","3588805.0000","37.6300","40.1400","37.4700"
"2018/02/12","37.7100","3842296.0000","38.5200","38.7500","36.2700"
"2018/02/09","38.3100","7035295.0000","38.9700","40.3500","36.5000"
"2018/02/08","40.0500","5234460.0000","41.2000","41.3300","40.0500"
"2018/02/07","41.0500","4228247.0000","40.5100","41.3400","40.0000"
"2018/02/06","40.8400","11590680.0000","34.8900","41.3100","34.7600"
"2018/02/05","35.6200","4743270.0000","34.3400","36.2000","34.1800"
"2018/02/02","34.3500","1493803.0000","34.4400","34.9300","34.0791"
"2018/02/01","34.6200","1516931.0000","34.2800","34.9500","34.2300"
"2018/01/31","34.6700","2590055.0000","34.9900","35.1400","34.0900"
"2018/01/30","34.9000","2056975.0000","36.0400","36.1100","34.8800"
"2018/01/29","36.3300","1943966.0000","36.5500","37.4800","36.1400"
"2018/01/26","36.7800","1199350.0000","36.8000","36.9700","36.1200"
"2018/01/25","36.4900","1680501.0000","36.7700","36.8000","35.5800"
"2018/01/24","36.3100","2360976.0000","36.3500","36.8300","35.8400"
"2018/01/23","36.3000","3377347.0000","37.1900","38.1700","36.2600"
"2018/01/22","37.2000","3136787.0000","35.4900","37.2650","35.1500"
"2018/01/19","35.4500","3056077.0000","35.5400","35.8000","35.0550"
"2018/01/18","35.6200","2940983.0000","35.9100","36.4700","35.1500"
"2018/01/17","35.9000","4656338.0000","36.2100","36.2300","35.1700"
